EARN_MDN_5YR,DEBT_ALL_STGP_ANY_MDN,DEBT_ALL_STGP_EVAL_MDN,DEBT_ALL_STGP_ANY_MDN10YRPAY,DEBT_ALL_STGP_EVAL_MDN10YRPAY,CIPCODE,CIPDESC,CREDLEV,CREDDESC,INSTNM,IPEDSCOUNT2,CONTROL,ROI_EARNINGS_TO_DEBT,DEBT_TO_INCOME_RATIO,MONTHLY_PAYMENT_PCT,PAYBACK_YEARS,CREDENTIAL_LEVEL_NAME,CIP_2DIGIT,MAJOR_FIELD,ROI_CATEGORY,AFFORDABILITY
78312.0,23750.0,17226.0,252.0,183.0,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",2,Associate's Degree,Louisiana State University-Eunice,82.0,Public,3.2973473684210526,0.3032740831545612,3.861477168250077,0.3032740831545612,Associate Degree,51,Health Professions,Good (3-5),Very Affordable (<10%)
91761.0,13563.0,,144.0,,1410,"Electrical, Electronics and Communications Engineering.",3,Bachelor's Degree,CUNY City College,84.0,Public,6.765538597655386,0.147807892241802,1.883152973485468,0.147807892241802,Bachelor Degree,14,Engineering,Excellent (>5),Very Affordable (<10%)
44471.0,25287.0,18197.0,268.0,193.0,1616,American Sign Language.,3,Bachelor's Degree,William Woods University,50.0,"Private, nonprofit",1.7586506900779058,0.5686177508938409,7.231679071754627,0.5686177508938409,Bachelor Degree,16,Foreign Languages,Below Average (1-2),Very Affordable (<10%)
57238.0,31000.0,26500.0,329.0,281.0,5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,Notre Dame College,30.0,"Private, nonprofit",1.846387096774193,0.541598238932178,6.897515636465286,0.541598238932178,Bachelor Degree,52,Business,Below Average (1-2),Very Affordable (<10%)
33638.0,8509.0,8508.0,90.0,90.0,5106,Dental Support Services and Allied Professions.,1,Undergraduate Certificate or Diploma,Pima Medical Institute-Mesa,35.0,"Private, for-profit",3.953225996004231,0.2529579642071466,3.210654616802426,0.2529579642071466,Undergraduate Certificate,51,Health Professions,Good (3-5),Very Affordable (<10%)
51541.0,24816.0,22250.0,263.0,236.0,3099,"Multi/Interdisciplinary Studies, Other.",3,Bachelor's Degree,Texas A & M University-Corpus Christi,188.0,Public,2.076926176660219,0.481480762887798,6.123280495139792,0.481480762887798,Bachelor Degree,30,Other,Average (2-3),Very Affordable (<10%)
53523.0,18772.0,17515.0,199.0,186.0,5100,"Health Services/Allied Health/Health Sciences, General.",3,Bachelor's Degree,Florida Gulf Coast University,182.0,Public,2.8512145748987856,0.3507277245296414,4.461633316518132,0.3507277245296414,Bachelor Degree,51,Health Professions,Average (2-3),Very Affordable (<10%)
28861.0,13140.0,13000.0,139.0,138.0,5106,Dental Support Services and Allied Professions.,1,Undergraduate Certificate or Diploma,Fortis Institute,29.0,"Private, for-profit",2.196423135464231,0.4552856796368802,5.779425522331174,0.4552856796368802,Undergraduate Certificate,51,Health Professions,Average (2-3),Very Affordable (<10%)
92768.0,39146.0,22213.0,415.0,235.0,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor's Degree,Chamberlain University-Virginia,154.0,"Private, for-profit",2.369795125938793,0.4219774060020697,5.368230424284236,0.4219774060020697,Bachelor Degree,51,Health Professions,Average (2-3),Very Affordable (<10%)
93485.0,14214.0,14000.0,151.0,148.0,1402,"Aerospace, Aeronautical and Astronautical Engineering.",3,Bachelor's Degree,University of Virginia-Main Campus,50.0,Public,6.576966371183341,0.152045782745895,1.9382788682676364,0.152045782745895,Bachelor Degree,14,Engineering,Excellent (>5),Very Affordable (<10%)
64412.0,15000.0,11750.0,159.0,125.0,5401,History.,3,Bachelor's Degree,Brigham Young University,101.0,"Private, nonprofit",4.294133333333333,0.232875861640688,2.962180960069552,0.232875861640688,Bachelor Degree,54,History,Good (3-5),Very Affordable (<10%)
99042.0,18750.0,12500.0,199.0,133.0,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor's Degree,University of Washington-Bothell Campus,134.0,Public,5.28224,0.1893136245229296,2.4110983219240323,0.1893136245229296,Bachelor Degree,51,Health Professions,Excellent (>5),Very Affordable (<10%)
42167.0,21183.0,14664.0,225.0,155.0,5107,Health and Medical Administrative Services.,2,Associate's Degree,Oklahoma State University-Oklahoma City,47.0,Public,1.9906056743615164,0.5023596651409871,6.403111437854246,0.5023596651409871,Associate Degree,51,Health Professions,Below Average (1-2),Very Affordable (<10%)
58322.0,17713.0,12878.0,188.0,137.0,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",2,Associate's Degree,Southeast Community College Area,99.0,Public,3.292609947496189,0.3037104351702616,3.868180103562978,0.3037104351702616,Associate Degree,51,Health Professions,Good (3-5),Very Affordable (<10%)
49778.0,26000.0,24525.0,276.0,260.0,904,Journalism.,3,Bachelor's Degree,Columbia College Chicago,43.0,"Private, nonprofit",1.9145384615384613,0.5223190967897465,6.653541725260155,0.5223190967897465,Bachelor Degree,90,Other,Below Average (1-2),Very Affordable (<10%)
59928.0,22531.0,19000.0,239.0,201.0,4301,Criminal Justice and Corrections.,3,Bachelor's Degree,Illinois State University,145.0,Public,2.6598020505081887,0.375967828060339,4.785742891469764,0.375967828060339,Bachelor Degree,43,Other,Average (2-3),Very Affordable (<10%)
57375.0,9863.0,9863.0,105.0,105.0,4805,Precision Metal Working.,1,Undergraduate Certificate or Diploma,Vincennes University,54.0,Public,5.817195579438304,0.1719041394335512,2.196078431372549,0.1719041394335512,Undergraduate Certificate,48,Other,Excellent (>5),Very Affordable (<10%)
65844.0,30000.0,,318.0,,5111,Health/Medical Preparatory Programs.,3,Bachelor's Degree,Dominican University,23.0,"Private, nonprofit",2.1948,0.455622380171314,5.795516675779115,0.455622380171314,Bachelor Degree,51,Health Professions,Average (2-3),Very Affordable (<10%)
64199.0,26931.0,25000.0,286.0,265.0,5214,Marketing.,3,Bachelor's Degree,University of Maine,84.0,Public,2.383832757788422,0.4194925154597423,5.34587766164582,0.4194925154597423,Bachelor Degree,52,Business,Average (2-3),Very Affordable (<10%)
64549.0,23750.0,23080.0,252.0,245.0,301,Natural Resources Conservation and Research.,3,Bachelor's Degree,Michigan State University,76.0,Public,2.7178526315789475,0.3679375358254969,4.6848130877318015,0.3679375358254969,Bachelor Degree,30,Other,Average (2-3),Very Affordable (<10%)
44097.0,25003.0,23125.0,265.0,245.0,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor's Degree,University of Louisiana at Monroe,42.0,Public,1.7636683597968243,0.5670000226772797,7.211374923464181,0.5670000226772797,Bachelor Degree,13,Education,Below Average (1-2),Very Affordable (<10%)
41777.0,17146.0,13234.0,182.0,140.0,5108,Allied Health and Medical Assisting Services.,2,Associate's Degree,Hocking College,14.0,Public,2.4365449667560948,0.410417215214113,5.227756899729517,0.410417215214113,Associate Degree,51,Health Professions,Average (2-3),Very Affordable (<10%)
58473.0,25000.0,22250.0,265.0,236.0,4201,"Psychology, General.",3,Bachelor's Degree,Rutgers University-Newark,248.0,Public,2.33892,0.4275477570844663,5.438407470114412,0.4275477570844663,Bachelor Degree,42,Psychology,Average (2-3),Very Affordable (<10%)
60517.0,17090.0,14689.0,181.0,156.0,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",2,Associate's Degree,Wake Technical Community College,64.0,Public,3.5410766530134583,0.282399986780574,3.589074144455277,0.282399986780574,Associate Degree,51,Health Professions,Good (3-5),Very Affordable (<10%)
68293.0,25000.0,25000.0,265.0,265.0,1101,"Computer and Information Sciences, General.",3,Bachelor's Degree,Fairleigh Dickinson University-Florham Campus,28.0,"Private, nonprofit",2.73172,0.3660697289619726,4.656406952396293,0.3660697289619726,Bachelor Degree,11,Computer Science,Average (2-3),Very Affordable (<10%)
66289.0,38097.0,34374.0,404.0,364.0,5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,Florida Institute of Technology,23.0,"Private, nonprofit",1.7400057747329185,0.5747107363212599,7.313430584259832,0.5747107363212599,Bachelor Degree,52,Business,Below Average (1-2),Very Affordable (<10%)
43987.0,22188.0,18925.0,235.0,201.0,3105,Health and Physical Education/Fitness.,3,Bachelor's Degree,University of West Florida,135.0,Public,1.9824680007211104,0.5044217609748335,6.410985063768841,0.5044217609748335,Bachelor Degree,31,Other,Below Average (1-2),Very Affordable (<10%)
43269.0,27000.0,27000.0,286.0,286.0,5007,Fine and Studio Arts.,3,Bachelor's Degree,Truman State University,24.0,Public,1.6025555555555555,0.6240033280177494,7.931775636136725,0.6240033280177494,Bachelor Degree,50,Visual Arts,Below Average (1-2),Very Affordable (<10%)
44021.0,8750.0,,93.0,,4511,Sociology.,2,Associate's Degree,College of the Canyons,118.0,Public,5.030971428571428,0.1987687694509438,2.5351536766543243,0.1987687694509438,Associate Degree,45,Social Sciences,Excellent (>5),Very Affordable (<10%)
61643.0,13559.0,14019.0,144.0,149.0,1609,"Romance Languages, Literatures, and Linguistics.",3,Bachelor's Degree,University of Washington-Seattle Campus,47.0,Public,4.546279224131573,0.2199600927923689,2.803237999448437,0.2199600927923689,Bachelor Degree,16,Foreign Languages,Good (3-5),Very Affordable (<10%)
75297.0,27000.0,27000.0,286.0,286.0,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor's Degree,Gustavus Adolphus College,30.0,"Private, nonprofit",2.788777777777778,0.3585800231084903,4.5579505159568106,0.3585800231084903,Bachelor Degree,51,Health Professions,Average (2-3),Very Affordable (<10%)
51763.0,37312.0,32803.0,396.0,348.0,5215,Real Estate.,3,Bachelor's Degree,Ashford University,67.0,"Private, for-profit",1.3873016723842195,0.7208237544191797,9.1803025326971,0.7208237544191797,Bachelor Degree,52,Business,Below Average (1-2),Very Affordable (<10%)
52542.0,22250.0,22625.0,236.0,240.0,5004,Design and Applied Arts.,3,Bachelor's Degree,Florida State University,39.0,Public,2.361438202247191,0.4234707472117544,5.389973735297477,0.4234707472117544,Bachelor Degree,50,Visual Arts,Average (2-3),Very Affordable (<10%)
94291.0,18131.0,18131.0,192.0,192.0,1419,Mechanical Engineering.,3,Bachelor's Degree,University of Florida,373.0,Public,5.200540510727484,0.1922877050831999,2.443499379580236,0.1922877050831999,Bachelor Degree,14,Engineering,Excellent (>5),Very Affordable (<10%)
40856.0,20000.0,21637.0,212.0,229.0,5009,Music.,3,Bachelor's Degree,CUNY City College,46.0,Public,2.0428,0.4895241824946152,6.226747601331506,0.4895241824946152,Bachelor Degree,50,Visual Arts,Average (2-3),Very Affordable (<10%)
59949.0,19750.0,18273.0,209.0,194.0,2601,"Biology, General.",3,Bachelor's Degree,University of South Florida,1329.0,Public,3.035392405063291,0.3294466963585714,4.183556022619226,0.3294466963585714,Bachelor Degree,26,Biological Sciences,Good (3-5),Very Affordable (<10%)
36350.0,26000.0,26000.0,276.0,276.0,2301,"English Language and Literature, General.",3,Bachelor's Degree,St Catherine University,21.0,"Private, nonprofit",1.398076923076923,0.7152682255845942,9.111416781292986,0.7152682255845942,Bachelor Degree,23,English Language,Below Average (1-2),Very Affordable (<10%)
62115.0,25999.0,25000.0,276.0,265.0,4301,Criminal Justice and Corrections.,3,Bachelor's Degree,SUNY College at Potsdam,44.0,Public,2.3891303511673527,0.418562344039282,5.332045399661918,0.418562344039282,Bachelor Degree,43,Other,Average (2-3),Very Affordable (<10%)
61513.0,12000.0,9500.0,127.0,101.0,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Undergraduate Certificate or Diploma,Community College of Denver,129.0,Public,5.126083333333334,0.1950807146456846,2.4775250760001954,0.1950807146456846,Undergraduate Certificate,51,Health Professions,Excellent (>5),Very Affordable (<10%)
49255.0,26000.0,25500.0,276.0,270.0,5209,Hospitality Administration/Management.,3,Bachelor's Degree,Grand Valley State University,90.0,Public,1.894423076923077,0.5278651913511319,6.724190437519034,0.5278651913511319,Bachelor Degree,52,Business,Below Average (1-2),Very Affordable (<10%)
58701.0,9500.0,9500.0,101.0,101.0,4703,Heavy/Industrial Equipment Maintenance Technologies.,1,Undergraduate Certificate or Diploma,MIAT College of Technology,131.0,"Private, for-profit",6.179052631578948,0.161837106693242,2.0647007717074666,0.161837106693242,Undergraduate Certificate,47,Other,Excellent (>5),Very Affordable (<10%)
38132.0,9500.0,9195.0,101.0,97.0,5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,Eastwick College-Nutley,29.0,"Private, for-profit",4.013894736842105,0.249134585125354,3.178432812336096,0.249134585125354,Undergraduate Certificate,51,Health Professions,Good (3-5),Very Affordable (<10%)
56834.0,12492.0,9000.0,132.0,95.0,5203,Accounting and Related Services.,2,Associate's Degree,Nassau Community College,72.0,Public,4.54963176432917,0.2197980082345075,2.787064081359749,0.2197980082345075,Associate Degree,52,Business,Good (3-5),Very Affordable (<10%)
60172.0,22580.0,21500.0,239.0,228.0,5401,History.,3,Bachelor's Degree,Tulane University of Louisiana,59.0,"Private, nonprofit",2.664836138175376,0.3752575948946354,4.766336502027521,0.3752575948946354,Bachelor Degree,54,History,Average (2-3),Very Affordable (<10%)
40744.0,25000.0,23250.0,265.0,246.0,2607,Zoology/Animal Biology.,3,Bachelor's Degree,Canisius University,36.0,"Private, nonprofit",1.62976,0.6135872766542313,7.804830159041821,0.6135872766542313,Bachelor Degree,26,Biological Sciences,Below Average (1-2),Very Affordable (<10%)
21876.0,5679.0,5679.0,60.0,60.0,5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,South Florida Institute of Technology,300.0,"Private, for-profit",3.8520866349709455,0.2595995611629182,3.2912781130005486,0.2595995611629182,Undergraduate Certificate,51,Health Professions,Good (3-5),Very Affordable (<10%)
79592.0,19500.0,18946.0,207.0,201.0,2602,"Biochemistry, Biophysics and Molecular Biology.",3,Bachelor's Degree,Miami University-Oxford,42.0,Public,4.081641025641026,0.2449994974369283,3.120916675042718,0.2449994974369283,Bachelor Degree,26,Biological Sciences,Good (3-5),Very Affordable (<10%)
41630.0,28000.0,27000.0,297.0,286.0,3105,Health and Physical Education/Fitness.,3,Bachelor's Degree,Averett University,32.0,"Private, nonprofit",1.4867857142857144,0.6725918808551525,8.561133797742013,0.6725918808551525,Bachelor Degree,31,Other,Below Average (1-2),Very Affordable (<10%)
57459.0,27000.0,27000.0,286.0,286.0,4301,Criminal Justice and Corrections.,3,Bachelor's Degree,Johnson & Wales University-Providence,53.0,"Private, nonprofit",2.128111111111111,0.4699002767190518,5.9729546285177255,0.4699002767190518,Bachelor Degree,43,Other,Average (2-3),Very Affordable (<10%)
97378.0,24064.0,,255.0,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor's Degree,Upstate Medical University,26.0,Public,4.046625664893617,0.2471194725708065,3.142393559120129,0.2471194725708065,Bachelor Degree,51,Health Professions,Good (3-5),Very Affordable (<10%)
47594.0,13250.0,12140.0,140.0,129.0,5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,Miami Dade College,555.0,Public,3.592,0.2783964365256124,3.529856704626634,0.2783964365256124,Bachelor Degree,52,Business,Good (3-5),Very Affordable (<10%)
21798.0,9833.0,9833.0,104.0,104.0,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,Capri Beauty College,30.0,"Private, for-profit",2.216820909183362,0.451096430865217,5.725295898706303,0.451096430865217,Undergraduate Certificate,12,Other,Average (2-3),Very Affordable (<10%)
43581.0,8609.0,,91.0,,1101,"Computer and Information Sciences, General.",1,Undergraduate Certificate or Diploma,Rowan-Cabarrus Community College,245.0,Public,5.062260425136485,0.1975402124779147,2.5056790803331728,0.1975402124779147,Undergraduate Certificate,11,Computer Science,Excellent (>5),Very Affordable (<10%)
78932.0,27660.0,23654.0,293.0,251.0,1101,"Computer and Information Sciences, General.",3,Bachelor's Degree,California University of Pennsylvania,55.0,Public,2.853651482284888,0.3504282166928495,4.454467136269193,0.3504282166928495,Bachelor Degree,11,Computer Science,Average (2-3),Very Affordable (<10%)
96673.0,25000.0,21500.0,265.0,228.0,1410,"Electrical, Electronics and Communications Engineering.",3,Bachelor's Degree,University of Rhode Island,43.0,Public,3.86692,0.2586037466510815,3.289439657401757,0.2586037466510815,Bachelor Degree,14,Engineering,Good (3-5),Very Affordable (<10%)
53955.0,19500.0,19369.0,207.0,205.0,5401,History.,3,Bachelor's Degree,Marquette University,33.0,"Private, nonprofit",2.766923076923077,0.3614122880177926,4.603836530442035,0.3614122880177926,Bachelor Degree,54,History,Average (2-3),Very Affordable (<10%)
71541.0,19750.0,19250.0,209.0,204.0,2701,Mathematics.,3,Bachelor's Degree,Boston University,114.0,"Private, nonprofit",3.6223291139240503,0.2760654729455836,3.505682056443159,0.2760654729455836,Bachelor Degree,27,Mathematics,Good (3-5),Very Affordable (<10%)
65866.0,24681.0,19374.0,262.0,205.0,4506,Economics.,3,Bachelor's Degree,Wayne State University,39.0,Public,2.668692516510676,0.3747153311268332,4.77332766525977,0.3747153311268332,Bachelor Degree,45,Social Sciences,Average (2-3),Very Affordable (<10%)
22913.0,15765.0,13000.0,167.0,138.0,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,Empire Beauty School-Florence,52.0,"Private, for-profit",1.4534094513162068,0.6880373587046654,8.746126652991752,0.6880373587046654,Undergraduate Certificate,12,Other,Below Average (1-2),Very Affordable (<10%)
70696.0,13612.0,11987.0,144.0,127.0,4512,Urban Studies/Affairs.,3,Bachelor's Degree,California State University-Northridge,27.0,Public,5.19365265941816,0.192542718117008,2.444268416883558,0.192542718117008,Bachelor Degree,45,Social Sciences,Excellent (>5),Very Affordable (<10%)
42419.0,21487.0,15693.0,228.0,166.0,5108,Allied Health and Medical Assisting Services.,2,Associate's Degree,SUNY Broome Community College,42.0,Public,1.9741704286312651,0.5065418798180061,6.4499398854287,0.5065418798180061,Associate Degree,51,Health Professions,Below Average (1-2),Very Affordable (<10%)
45546.0,6464.0,3345.0,69.0,35.0,4902,Ground Transportation.,1,Undergraduate Certificate or Diploma,Tidewater Community College,27.0,Public,7.046101485148514,0.1419224520265226,1.8179423000922144,0.1419224520265226,Undergraduate Certificate,49,Other,Excellent (>5),Very Affordable (<10%)
35693.0,14771.0,,157.0,,5115,Mental and Social Health Services and Allied Professions.,1,Undergraduate Certificate or Diploma,Community College of Allegheny County,22.0,Public,2.416424074199445,0.4138346454486874,5.278345894152915,0.4138346454486874,Undergraduate Certificate,51,Health Professions,Average (2-3),Very Affordable (<10%)
65512.0,23250.0,15688.0,246.0,166.0,5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,3,Bachelor's Degree,University of Kentucky,37.0,Public,2.817720430107527,0.3548968127976554,4.506044694101844,0.3548968127976554,Bachelor Degree,51,Health Professions,Average (2-3),Very Affordable (<10%)
108019.0,26678.0,26228.0,283.0,278.0,1107,Computer Science.,3,Bachelor's Degree,North Central College,29.0,"Private, nonprofit",4.048991678536622,0.2469750692007887,3.143891352447255,0.2469750692007887,Bachelor Degree,11,Computer Science,Good (3-5),Very Affordable (<10%)
40705.0,26000.0,24867.0,276.0,264.0,3103,"Parks, Recreation and Leisure Facilities Management.",3,Bachelor's Degree,Western Kentucky University,22.0,Public,1.565576923076923,0.6387421692666748,8.136592556197026,0.6387421692666748,Bachelor Degree,31,Other,Below Average (1-2),Very Affordable (<10%)
62369.0,21770.0,20000.0,231.0,212.0,2601,"Biology, General.",3,Bachelor's Degree,Stockton University,165.0,Public,2.864905833716123,0.3490516121791274,4.444515704917507,0.3490516121791274,Bachelor Degree,26,Biological Sciences,Average (2-3),Very Affordable (<10%)
47583.0,16725.0,15000.0,177.0,159.0,1609,"Romance Languages, Literatures, and Linguistics.",3,Bachelor's Degree,University of Arizona,129.0,Public,2.845022421524664,0.3514910787466112,4.463779080764139,0.3514910787466112,Bachelor Degree,16,Foreign Languages,Average (2-3),Very Affordable (<10%)
35615.0,20793.0,21507.0,220.0,228.0,4502,Anthropology.,3,Bachelor's Degree,Middle Tennessee State University,19.0,Public,1.71283605059395,0.5838270391688896,7.412607047592306,0.5838270391688896,Bachelor Degree,45,Social Sciences,Below Average (1-2),Very Affordable (<10%)
81358.0,27000.0,26975.0,286.0,286.0,1506,Industrial Production Technologies/Technicians.,3,Bachelor's Degree,Pennsylvania College of Technology,46.0,Public,3.013259259259259,0.3318665650581381,4.218392782516778,0.3318665650581381,Bachelor Degree,15,Other,Good (3-5),Very Affordable (<10%)
52636.0,12431.0,13533.0,132.0,143.0,2301,"English Language and Literature, General.",3,Bachelor's Degree,CUNY Hunter College,232.0,Public,4.234253076984957,0.2361691617904096,3.009347214833954,0.2361691617904096,Bachelor Degree,23,English Language,Good (3-5),Very Affordable (<10%)
52198.0,23823.0,20000.0,253.0,212.0,5203,Accounting and Related Services.,2,Associate's Degree,Rasmussen University-Minnesota,40.0,"Private, for-profit",2.1910758510682955,0.4563967968121384,5.816314801333385,0.4563967968121384,Associate Degree,52,Business,Average (2-3),Very Affordable (<10%)
67365.0,27147.0,25000.0,288.0,265.0,5199,"Health Professions and Related Clinical Sciences, Other.",3,Bachelor's Degree,Old Dominion University,105.0,Public,2.48148966736656,0.4029837452683144,5.130260521042084,0.4029837452683144,Bachelor Degree,51,Health Professions,Average (2-3),Very Affordable (<10%)
58028.0,21902.0,20743.0,232.0,220.0,4005,Chemistry.,3,Bachelor's Degree,Indiana University-Indianapolis,56.0,Public,2.6494384074513744,0.3774384779761494,4.797683876749155,0.3774384779761494,Bachelor Degree,40,Physical Sciences,Average (2-3),Very Affordable (<10%)
49261.0,21875.0,19616.0,232.0,208.0,901,Communication and Media Studies.,3,Bachelor's Degree,Washburn University,53.0,Public,2.2519314285714285,0.4440632549075333,5.651529607600334,0.4440632549075333,Bachelor Degree,90,Other,Average (2-3),Very Affordable (<10%)
51720.0,10000.0,,106.0,,5106,Dental Support Services and Allied Professions.,2,Associate's Degree,Pensacola State College,28.0,Public,5.172,0.1933488012374323,2.459396751740139,0.1933488012374323,Associate Degree,51,Health Professions,Excellent (>5),Very Affordable (<10%)
55326.0,19000.0,19000.0,201.0,201.0,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",1,Undergraduate Certificate or Diploma,Brookline College-Tempe,27.0,"Private, for-profit",2.9118947368421053,0.3434190073383219,4.359613924737013,0.3434190073383219,Undergraduate Certificate,51,Health Professions,Average (2-3),Very Affordable (<10%)
34524.0,8114.0,6941.0,86.0,74.0,5135,Somatic Bodywork and Related Therapeutic Services.,1,Undergraduate Certificate or Diploma,Elizabeth Grady School of Esthetics and Massage Therapy,33.0,"Private, for-profit",4.254868129159478,0.2350249102073919,2.9892248870351064,0.2350249102073919,Undergraduate Certificate,51,Health Professions,Good (3-5),Very Affordable (<10%)
42879.0,21750.0,20341.0,231.0,216.0,5401,History.,3,Bachelor's Degree,Ball State University,44.0,Public,1.971448275862069,0.5072413069334639,6.464703001469251,0.5072413069334639,Bachelor Degree,54,History,Below Average (1-2),Very Affordable (<10%)
78584.0,27000.0,25750.0,286.0,273.0,5210,Human Resources Management and Services.,3,Bachelor's Degree,Temple University,153.0,Public,2.9105185185185185,0.3435813906138654,4.367301231802911,0.3435813906138654,Bachelor Degree,52,Business,Average (2-3),Very Affordable (<10%)
83581.0,50737.0,37500.0,538.0,398.0,1101,"Computer and Information Sciences, General.",3,Bachelor's Degree,Strayer University-Florida,10.0,"Private, for-profit",1.6473382344245815,0.6070398774841173,7.724243548174825,0.6070398774841173,Bachelor Degree,11,Computer Science,Below Average (1-2),Very Affordable (<10%)
72079.0,29250.0,19508.0,310.0,207.0,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",1,Undergraduate Certificate or Diploma,UPMC Shadyside School of Nursing,144.0,"Private, nonprofit",2.464239316239316,0.4058047420191734,5.161003898500257,0.4058047420191734,Undergraduate Certificate,51,Health Professions,Average (2-3),Very Affordable (<10%)
67369.0,20500.0,19500.0,217.0,207.0,904,Journalism.,3,Bachelor's Degree,University of Minnesota-Twin Cities,258.0,Public,3.2862926829268293,0.3042942599712033,3.865279282756165,0.3042942599712033,Bachelor Degree,90,Other,Good (3-5),Very Affordable (<10%)
35979.0,19500.0,19500.0,207.0,207.0,5007,Fine and Studio Arts.,3,Bachelor's Degree,University of California-Santa Cruz,142.0,Public,1.845076923076923,0.5419828233135996,6.904027349287084,0.5419828233135996,Bachelor Degree,50,Visual Arts,Below Average (1-2),Very Affordable (<10%)
54207.0,27000.0,21500.0,286.0,228.0,5122,Public Health.,3,Bachelor's Degree,Portland State University,135.0,Public,2.0076666666666667,0.4980906524987548,6.331285627317505,0.4980906524987548,Bachelor Degree,51,Health Professions,Average (2-3),Very Affordable (<10%)
44757.0,16562.0,,176.0,,183,Veterinary/Animal Health Technologies/Technicians.,2,Associate's Degree,Blue Ridge Community College,39.0,Public,2.702391015577829,0.3700426748888442,4.718814933976808,0.3700426748888442,Associate Degree,18,Other,Average (2-3),Very Affordable (<10%)
46296.0,24158.0,22587.0,256.0,239.0,301,Natural Resources Conservation and Research.,3,Bachelor's Degree,Grand Valley State University,58.0,Public,1.916383806606507,0.5218161396232935,6.635562467599793,0.5218161396232935,Bachelor Degree,30,Other,Below Average (1-2),Very Affordable (<10%)
39570.0,25763.0,25622.0,273.0,272.0,4201,"Psychology, General.",3,Bachelor's Degree,Wofford College,27.0,"Private, nonprofit",1.5359236113806622,0.6510740459944402,8.278999241849887,0.6510740459944402,Bachelor Degree,42,Psychology,Below Average (1-2),Very Affordable (<10%)
27409.0,9500.0,9500.0,101.0,101.0,5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,Southern Careers Institute-Harlingen,144.0,"Private, for-profit",2.885157894736842,0.3466014812652778,4.421905213615966,0.3466014812652778,Undergraduate Certificate,51,Health Professions,Average (2-3),Very Affordable (<10%)
50547.0,24263.0,18000.0,257.0,191.0,4407,Social Work.,3,Bachelor's Degree,Indiana University-South Bend,47.0,Public,2.0832955528994765,0.4800087047698181,6.101252299839753,0.4800087047698181,Bachelor Degree,44,Other,Average (2-3),Very Affordable (<10%)
45336.0,30500.0,25510.0,323.0,270.0,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",2,Associate's Degree,The College of Health Care Professions-Northwest,75.0,"Private, for-profit",1.4864262295081967,0.6727545438503617,8.549497088406564,0.6727545438503617,Associate Degree,51,Health Professions,Below Average (1-2),Very Affordable (<10%)
72194.0,15500.0,15500.0,164.0,164.0,4603,Electrical and Power Transmission Installers.,2,Associate's Degree,Johnson College,28.0,"Private, nonprofit",4.657677419354839,0.2146992824888494,2.725988309277779,0.2146992824888494,Associate Degree,46,Other,Good (3-5),Very Affordable (<10%)
62694.0,18292.0,12697.0,194.0,135.0,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",2,Associate's Degree,Gwinnett Technical College,87.0,Public,3.4273999562650337,0.2917663572271669,3.713273997511724,0.2917663572271669,Associate Degree,51,Health Professions,Good (3-5),Very Affordable (<10%)
127583.0,19500.0,19500.0,207.0,207.0,5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,Emory University,336.0,"Private, nonprofit",6.542717948717948,0.1528416795341072,1.9469678562190889,0.1528416795341072,Bachelor Degree,52,Business,Excellent (>5),Very Affordable (<10%)
49014.0,7250.0,,77.0,,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",2,Associate's Degree,Jefferson College,30.0,Public,6.760551724137931,0.147916921695842,1.8851756640959727,0.147916921695842,Associate Degree,51,Health Professions,Excellent (>5),Very Affordable (<10%)
116867.0,29333.0,28993.0,311.0,307.0,1107,Computer Science.,3,Bachelor's Degree,Drexel University,121.0,"Private, nonprofit",3.984147547131217,0.250994720494237,3.1933736640796804,0.250994720494237,Bachelor Degree,11,Computer Science,Good (3-5),Very Affordable (<10%)
