EARN_MDN_5YR,DEBT_ALL_STGP_ANY_MDN,DEBT_ALL_STGP_EVAL_MDN,DEBT_ALL_STGP_ANY_MDN10YRPAY,DEBT_ALL_STGP_EVAL_MDN10YRPAY,CIPCODE,CIPDESC,CREDLEV,CREDDESC,INSTNM,IPEDSCOUNT2,CONTROL,ROI_EARNINGS_TO_DEBT,DEBT_TO_INCOME_RATIO,MONTHLY_PAYMENT_PCT,PAYBACK_YEARS,CREDENTIAL_LEVEL_NAME,CIP_2DIGIT,MAJOR_FIELD,ROI_CATEGORY,AFFORDABILITY
55558.0,26717.0,26000.0,283.0,276.0,4201,"Psychology, General.",3,Bachelor's Degree,Presbyterian College,22.0,"Private, nonprofit",2.079499943855972,0.480884841066993,6.11253104863386,0.480884841066993,Bachelor Degree,42,Psychology,Average (2-3),Very Affordable (<10%)
28439.0,9500.0,9500.0,101.0,101.0,5204,Business Operations Support and Assistant Services.,1,Undergraduate Certificate or Diploma,UEI College-Stockton,27.0,"Private, for-profit",2.993578947368421,0.3340483139350891,4.261753226203453,0.3340483139350891,Undergraduate Certificate,52,Business,Average (2-3),Very Affordable (<10%)
53507.0,28500.0,25985.0,302.0,275.0,2301,"English Language and Literature, General.",3,Bachelor's Degree,University of Massachusetts-Dartmouth,36.0,Public,1.877438596491228,0.5326405890818023,6.772945595903339,0.5326405890818023,Bachelor Degree,23,English Language,Below Average (1-2),Very Affordable (<10%)
66703.0,18524.0,18524.0,196.0,196.0,5102,Communication Disorders Sciences and Services.,3,Bachelor's Degree,Texas State University,43.0,Public,3.600896134744116,0.2777086487864114,3.526078287333404,0.2777086487864114,Bachelor Degree,51,Health Professions,Good (3-5),Very Affordable (<10%)
41671.0,25250.0,25000.0,268.0,265.0,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor's Degree,University of Northwestern-St Paul,36.0,"Private, nonprofit",1.6503366336633662,0.6059369825538145,7.717597369873533,0.6059369825538145,Bachelor Degree,13,Education,Below Average (1-2),Very Affordable (<10%)
59116.0,29937.0,26125.0,317.0,277.0,5100,"Health Services/Allied Health/Health Sciences, General.",3,Bachelor's Degree,Tulane University of Louisiana,22.0,"Private, nonprofit",1.9746801616728464,0.5064111238920089,6.434806143852764,0.5064111238920089,Bachelor Degree,51,Health Professions,Below Average (1-2),Very Affordable (<10%)
52038.0,29917.0,27917.0,317.0,296.0,5004,Design and Applied Arts.,3,Bachelor's Degree,Winthrop University,11.0,Public,1.7394123742353846,0.5749067988777432,7.310042661132249,0.5749067988777432,Bachelor Degree,50,Visual Arts,Below Average (1-2),Very Affordable (<10%)
40010.0,26000.0,25500.0,276.0,270.0,5003,Dance.,3,Bachelor's Degree,Ohio State University-Main Campus,25.0,Public,1.5388461538461538,0.6498375406148463,8.277930517370658,0.6498375406148463,Bachelor Degree,50,Visual Arts,Below Average (1-2),Very Affordable (<10%)
75656.0,21299.0,19500.0,226.0,207.0,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",2,Associate's Degree,Indiana University-Indianapolis,41.0,Public,3.552091647495188,0.2815242677381833,3.584646293750661,0.2815242677381833,Associate Degree,51,Health Professions,Good (3-5),Very Affordable (<10%)
32588.0,15102.0,11584.0,160.0,123.0,4400,"Human Services, General.",2,Associate's Degree,Saint Louis Community College,22.0,Public,2.1578598861078,0.4634221185712532,5.891739290536394,0.4634221185712532,Associate Degree,44,Other,Average (2-3),Very Affordable (<10%)
42992.0,27250.0,27000.0,289.0,286.0,1901,"Family and Consumer Sciences/Human Sciences, General.",3,Bachelor's Degree,University of Kentucky,38.0,Public,1.5776880733944951,0.6338388537402307,8.066617045031634,0.6338388537402307,Bachelor Degree,19,Other,Below Average (1-2),Very Affordable (<10%)
44286.0,20757.0,17862.0,220.0,189.0,5107,Health and Medical Administrative Services.,2,Associate's Degree,Spokane Community College,51.0,Public,2.133545310015898,0.4687034277198211,5.961251862891207,0.4687034277198211,Associate Degree,51,Health Professions,Average (2-3),Very Affordable (<10%)
66999.0,17500.0,16500.0,186.0,175.0,901,Communication and Media Studies.,3,Bachelor's Degree,University of Colorado Boulder,174.0,Public,3.8285142857142858,0.2611979283272884,3.3313930058657597,0.2611979283272884,Bachelor Degree,90,Other,Good (3-5),Very Affordable (<10%)
103043.0,19000.0,19000.0,201.0,201.0,4506,Economics.,3,Bachelor's Degree,Vassar College,41.0,"Private, nonprofit",5.423315789473684,0.1843890414681249,2.3407703580058814,0.1843890414681249,Bachelor Degree,45,Social Sciences,Excellent (>5),Very Affordable (<10%)
62057.0,37189.0,,394.0,,5201,"Business/Commerce, General.",3,Bachelor's Degree,Bethel University,10.0,"Private, nonprofit",1.6686923552663422,0.5992716373656477,7.618802069065536,0.5992716373656477,Bachelor Degree,52,Business,Below Average (1-2),Very Affordable (<10%)
66211.0,26849.0,25175.0,285.0,267.0,2601,"Biology, General.",3,Bachelor's Degree,Michigan State University,477.0,Public,2.46605087712764,0.4055066378698403,5.165304858709279,0.4055066378698403,Bachelor Degree,26,Biological Sciences,Average (2-3),Very Affordable (<10%)
77812.0,25000.0,22080.0,265.0,234.0,1101,"Computer and Information Sciences, General.",3,Bachelor's Degree,Colorado Mesa University,29.0,Public,3.11248,0.3212872050583457,4.086773248342158,0.3212872050583457,Bachelor Degree,11,Computer Science,Good (3-5),Very Affordable (<10%)
63649.0,20447.0,19000.0,217.0,201.0,5208,Finance and Financial Management Services.,3,Bachelor's Degree,Southern Illinois University-Carbondale,31.0,Public,3.112877194698489,0.3212462096812204,4.091187607032317,0.3212462096812204,Bachelor Degree,52,Business,Good (3-5),Very Affordable (<10%)
87507.0,27000.0,27000.0,286.0,286.0,1419,Mechanical Engineering.,3,Bachelor's Degree,Milwaukee School of Engineering,112.0,"Private, nonprofit",3.241,0.308546744831842,3.921971956529192,0.308546744831842,Bachelor Degree,14,Engineering,Good (3-5),Very Affordable (<10%)
61070.0,21500.0,17250.0,228.0,183.0,904,Journalism.,3,Bachelor's Degree,The University of Texas at Austin,166.0,Public,2.84046511627907,0.3520550188308498,4.480104797773047,0.3520550188308498,Bachelor Degree,90,Other,Average (2-3),Very Affordable (<10%)
77917.0,18750.0,18050.0,199.0,191.0,5203,Accounting and Related Services.,3,Bachelor's Degree,University of Illinois Chicago,166.0,Public,4.155573333333333,0.2406406817510941,3.0647997227819346,0.2406406817510941,Bachelor Degree,52,Business,Good (3-5),Very Affordable (<10%)
93619.0,26522.0,25954.0,281.0,275.0,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor's Degree,University of Delaware,184.0,Public,3.529862001357364,0.2832971939456734,3.6018329612578643,0.2832971939456734,Bachelor Degree,51,Health Professions,Good (3-5),Very Affordable (<10%)
25624.0,12000.0,7232.0,127.0,77.0,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,Paul Mitchell the School-Rhode Island,37.0,"Private, for-profit",2.135333333333333,0.4683109584764283,5.947549172650639,0.4683109584764283,Undergraduate Certificate,12,Other,Average (2-3),Very Affordable (<10%)
55810.0,18457.0,13000.0,196.0,138.0,5108,Allied Health and Medical Assisting Services.,2,Associate's Degree,Austin Community College District,57.0,Public,3.0237850138158966,0.3307113420533955,4.214298512811324,0.3307113420533955,Associate Degree,51,Health Professions,Good (3-5),Very Affordable (<10%)
75276.0,26999.0,26000.0,286.0,276.0,2601,"Biology, General.",3,Bachelor's Degree,Widener University,24.0,"Private, nonprofit",2.788103263083818,0.3586667729422392,4.559222062808863,0.3586667729422392,Bachelor Degree,26,Biological Sciences,Average (2-3),Very Affordable (<10%)
55750.0,23198.0,23198.0,246.0,246.0,4407,Social Work.,3,Bachelor's Degree,Baylor University,30.0,"Private, nonprofit",2.403224415897922,0.4161076233183856,5.295067264573992,0.4161076233183856,Bachelor Degree,44,Other,Average (2-3),Very Affordable (<10%)
41215.0,7035.0,6900.0,75.0,73.0,2401,"Liberal Arts and Sciences, General Studies and Humanities.",2,Associate's Degree,Rock Valley College,568.0,Public,5.858564321250888,0.1706902826640786,2.1836709935703023,0.1706902826640786,Associate Degree,24,Other,Excellent (>5),Very Affordable (<10%)
64550.0,25000.0,23658.0,265.0,251.0,5203,Accounting and Related Services.,3,Bachelor's Degree,Niagara University,28.0,"Private, nonprofit",2.582,0.3872966692486445,4.926413632842757,0.3872966692486445,Bachelor Degree,52,Business,Average (2-3),Very Affordable (<10%)
55973.0,12500.0,11875.0,133.0,126.0,5214,Marketing.,3,Bachelor's Degree,University of Houston-Clear Lake,49.0,Public,4.47784,0.223321958801565,2.8513747699783822,0.223321958801565,Bachelor Degree,52,Business,Good (3-5),Very Affordable (<10%)
43907.0,11000.0,9316.0,117.0,99.0,2401,"Liberal Arts and Sciences, General Studies and Humanities.",2,Associate's Degree,Sullivan County Community College,69.0,Public,3.9915454545454554,0.2505295283212244,3.197667797845446,0.2505295283212244,Associate Degree,24,Other,Good (3-5),Very Affordable (<10%)
55292.0,12833.0,,136.0,,4301,Criminal Justice and Corrections.,1,Undergraduate Certificate or Diploma,Columbus State University,80.0,Public,4.3085794436219125,0.2320950589597048,2.951602401794111,0.2320950589597048,Undergraduate Certificate,43,Other,Good (3-5),Very Affordable (<10%)
52794.0,23437.0,21094.0,248.0,224.0,4509,International Relations and National Security Studies.,3,Bachelor's Degree,University of Nevada-Reno,49.0,Public,2.25259205529718,0.4439330226919725,5.637004205023298,0.4439330226919725,Bachelor Degree,45,Social Sciences,Average (2-3),Very Affordable (<10%)
52792.0,18606.0,16172.0,197.0,171.0,3103,"Parks, Recreation and Leisure Facilities Management.",3,Bachelor's Degree,University of Florida,53.0,Public,2.837364291088896,0.3524397636005455,4.477951204727989,0.3524397636005455,Bachelor Degree,31,Other,Average (2-3),Very Affordable (<10%)
49029.0,27000.0,26467.0,286.0,281.0,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor's Degree,University of North Dakota,89.0,Public,1.8158888888888889,0.550694486936303,6.999938811723674,0.550694486936303,Bachelor Degree,13,Education,Below Average (1-2),Very Affordable (<10%)
50504.0,14997.0,15122.0,159.0,160.0,2301,"English Language and Literature, General.",3,Bachelor's Degree,San Diego State University,81.0,Public,3.3676068547042743,0.296946776492951,3.777918580706478,0.296946776492951,Bachelor Degree,23,English Language,Good (3-5),Very Affordable (<10%)
54845.0,19000.0,17750.0,201.0,188.0,1313,"Teacher Education and Professional Development, Specific Subject Areas.",3,Bachelor's Degree,Iowa State University,93.0,Public,2.886578947368421,0.3464308505789041,4.397848482085879,0.3464308505789041,Bachelor Degree,13,Education,Average (2-3),Very Affordable (<10%)
95032.0,25000.0,25000.0,265.0,265.0,1435,Industrial Engineering.,3,Bachelor's Degree,California State Polytechnic University-Pomona,83.0,Public,3.80128,0.263069281926088,3.34624126609984,0.263069281926088,Bachelor Degree,14,Engineering,Good (3-5),Very Affordable (<10%)
27219.0,8152.0,7790.0,86.0,83.0,183,Veterinary/Animal Health Technologies/Technicians.,1,Undergraduate Certificate or Diploma,Pima Medical Institute-Phoenix,168.0,"Private, for-profit",3.338935230618253,0.2994966751166464,3.791469194312796,0.2994966751166464,Undergraduate Certificate,18,Other,Good (3-5),Very Affordable (<10%)
56755.0,21957.0,18625.0,233.0,197.0,5214,Marketing.,3,Bachelor's Degree,Sam Houston State University,80.0,Public,2.584824885002505,0.3868734032243855,4.926438199277597,0.3868734032243855,Bachelor Degree,52,Business,Average (2-3),Very Affordable (<10%)
36407.0,3167.0,3166.0,34.0,34.0,5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,1,Undergraduate Certificate or Diploma,Pima Medical Institute-East Valley,72.0,"Private, for-profit",11.495737290811494,0.0869887658966682,1.1206636086466888,0.0869887658966682,Undergraduate Certificate,51,Health Professions,Excellent (>5),Very Affordable (<10%)
46567.0,27000.0,27000.0,286.0,286.0,1313,"Teacher Education and Professional Development, Specific Subject Areas.",3,Bachelor's Degree,Harding University,29.0,"Private, nonprofit",1.7247037037037036,0.5798097365086864,7.370025984065968,0.5798097365086864,Bachelor Degree,13,Education,Below Average (1-2),Very Affordable (<10%)
45578.0,30500.0,26250.0,323.0,278.0,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",2,Associate's Degree,Southeastern College-West Palm Beach,74.0,"Private, for-profit",1.494360655737705,0.6691825003291062,8.504102856641364,0.6691825003291062,Associate Degree,51,Health Professions,Below Average (1-2),Very Affordable (<10%)
57514.0,20000.0,17000.0,212.0,180.0,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",2,Associate's Degree,Trinity College of Nursing & Health Sciences,11.0,"Private, nonprofit",2.8757,0.3477414194804743,4.423270855791634,0.3477414194804743,Associate Degree,51,Health Professions,Average (2-3),Very Affordable (<10%)
15980.0,7875.0,8250.0,83.0,87.0,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",2,Associate's Degree,Universidad Ana G. Mendez-Cupey Campus,23.0,"Private, nonprofit",2.029206349206349,0.4928035043804756,6.232790988735919,0.4928035043804756,Associate Degree,51,Health Professions,Average (2-3),Very Affordable (<10%)
42842.0,28906.0,24412.0,306.0,259.0,4407,Social Work.,3,Bachelor's Degree,Northern Kentucky University,73.0,Public,1.4821144399086694,0.6747117314784558,8.571028430045283,0.6747117314784558,Bachelor Degree,44,Other,Below Average (1-2),Very Affordable (<10%)
25438.0,8127.0,6861.0,86.0,73.0,5135,Somatic Bodywork and Related Therapeutic Services.,1,Undergraduate Certificate or Diploma,Spa Tech Institute-Westboro,31.0,"Private, for-profit",3.1300602928509904,0.3194826637314254,4.056922714049847,0.3194826637314254,Undergraduate Certificate,51,Health Professions,Good (3-5),Very Affordable (<10%)
43568.0,38400.0,28500.0,407.0,302.0,4511,Sociology.,3,Bachelor's Degree,Columbus State University,41.0,Public,1.1345833333333333,0.8813808299669482,11.210062431142124,0.8813808299669482,Bachelor Degree,45,Social Sciences,Below Average (1-2),Affordable (10-15%)
64702.0,29875.0,25000.0,317.0,265.0,2401,"Liberal Arts and Sciences, General Studies and Humanities.",3,Bachelor's Degree,Southwestern Assemblies of God University,37.0,"Private, nonprofit",2.165757322175732,0.4617322493895088,5.8792618466198885,0.4617322493895088,Bachelor Degree,24,Other,Average (2-3),Very Affordable (<10%)
22777.0,9500.0,6333.0,101.0,67.0,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,Genesis Career College-Cookeville,138.0,"Private, for-profit",2.3975789473684213,0.4170874127409228,5.321157307810511,0.4170874127409228,Undergraduate Certificate,12,Other,Average (2-3),Very Affordable (<10%)
57102.0,27000.0,27000.0,286.0,286.0,2301,"English Language and Literature, General.",3,Bachelor's Degree,Gonzaga University,36.0,"Private, nonprofit",2.114888888888889,0.472838079226647,6.010297362614269,0.472838079226647,Bachelor Degree,23,English Language,Average (2-3),Very Affordable (<10%)
44882.0,26000.0,21582.0,276.0,229.0,904,Journalism.,3,Bachelor's Degree,Indiana University of Pennsylvania-Main Campus,21.0,Public,1.7262307692307692,0.5792968227797335,7.379350296332605,0.5792968227797335,Bachelor Degree,90,Other,Below Average (1-2),Very Affordable (<10%)
38639.0,27000.0,27000.0,286.0,286.0,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor's Degree,Bethel University,15.0,"Private, nonprofit",1.4310740740740742,0.698775848236238,8.882217448691737,0.698775848236238,Bachelor Degree,13,Education,Below Average (1-2),Very Affordable (<10%)
69660.0,30750.0,27000.0,326.0,286.0,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor's Degree,Midland University,26.0,"Private, nonprofit",2.2653658536585364,0.4414298018949181,5.615848406546081,0.4414298018949181,Bachelor Degree,51,Health Professions,Average (2-3),Very Affordable (<10%)
81285.0,39352.0,28927.0,417.0,307.0,1101,"Computer and Information Sciences, General.",3,Bachelor's Degree,Franklin University,46.0,"Private, nonprofit",2.065587517788168,0.484123762071723,6.156117364827459,0.484123762071723,Bachelor Degree,11,Computer Science,Average (2-3),Very Affordable (<10%)
56111.0,23850.0,22500.0,253.0,239.0,2602,"Biochemistry, Biophysics and Molecular Biology.",3,Bachelor's Degree,University of Wisconsin-Stevens Point,26.0,Public,2.3526624737945494,0.4250503466343497,5.410703783571848,0.4250503466343497,Bachelor Degree,26,Biological Sciences,Average (2-3),Very Affordable (<10%)
99011.0,27000.0,26500.0,286.0,281.0,5122,Public Health.,3,Bachelor's Degree,Montana Technological University,16.0,Public,3.667074074074074,0.2726969730635989,3.4662815242750806,0.2726969730635989,Bachelor Degree,51,Health Professions,Good (3-5),Very Affordable (<10%)
55622.0,21078.0,,223.0,,5005,Drama/Theatre Arts and Stagecraft.,3,Bachelor's Degree,Sonoma State University,21.0,Public,2.638865167473195,0.3789507748732516,4.811045988997159,0.3789507748732516,Bachelor Degree,50,Visual Arts,Average (2-3),Very Affordable (<10%)
78070.0,13131.0,13000.0,139.0,138.0,4511,Sociology.,3,Bachelor's Degree,University of California-Berkeley,356.0,Public,5.945472545883787,0.1681952094274369,2.1365441270654544,0.1681952094274369,Bachelor Degree,45,Social Sciences,Excellent (>5),Very Affordable (<10%)
53207.0,16875.0,12250.0,179.0,130.0,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Undergraduate Certificate or Diploma,Tyler Junior College,160.0,Public,3.1530074074074075,0.3171575168680812,4.03706279248971,0.3171575168680812,Undergraduate Certificate,51,Health Professions,Good (3-5),Very Affordable (<10%)
56645.0,24216.0,21500.0,257.0,228.0,3801,Philosophy.,3,Bachelor's Degree,University of Wisconsin-Madison,62.0,Public,2.33915592996366,0.4275046341248124,5.444434636772884,0.4275046341248124,Bachelor Degree,38,Philosophy,Average (2-3),Very Affordable (<10%)
52615.0,19000.0,16012.0,201.0,170.0,1110,Computer/Information Technology Administration and Management.,2,Associate's Degree,Spokane Falls Community College,36.0,Public,2.7692105263157893,0.3611137508315119,4.584244036871614,0.3611137508315119,Associate Degree,11,Computer Science,Average (2-3),Very Affordable (<10%)
42238.0,31000.0,30500.0,329.0,323.0,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor's Degree,Jackson State University,52.0,Public,1.362516129032258,0.7339362659216819,9.34703347696387,0.7339362659216819,Bachelor Degree,13,Education,Below Average (1-2),Very Affordable (<10%)
70275.0,23124.0,21741.0,245.0,230.0,2615,Neurobiology and Neurosciences.,3,Bachelor's Degree,University of Minnesota-Twin Cities,107.0,Public,3.039050337311884,0.3290501600853788,4.183564567769477,0.3290501600853788,Bachelor Degree,26,Biological Sciences,Good (3-5),Very Affordable (<10%)
43516.0,33115.0,28454.0,351.0,302.0,4400,"Human Services, General.",2,Associate's Degree,Columbia College,56.0,"Private, nonprofit",1.3140872716291712,0.7609844654839599,9.679198455740416,0.7609844654839599,Associate Degree,44,Other,Below Average (1-2),Very Affordable (<10%)
44051.0,12000.0,10975.0,127.0,116.0,4301,Criminal Justice and Corrections.,2,Associate's Degree,Clinton Community College,10.0,Public,3.670916666666667,0.2724115230074232,3.459626342194275,0.2724115230074232,Associate Degree,43,Other,Good (3-5),Very Affordable (<10%)
30666.0,9500.0,9500.0,101.0,101.0,5108,Allied Health and Medical Assisting Services.,1,Undergraduate Certificate or Diploma,UEI College-Huntington Park,360.0,"Private, for-profit",3.228,0.3097893432465923,3.9522598317354727,0.3097893432465923,Undergraduate Certificate,51,Health Professions,Good (3-5),Very Affordable (<10%)
27465.0,9500.0,9500.0,101.0,101.0,5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,Southern Careers Institute-Waco,30.0,"Private, for-profit",2.8910526315789475,0.3458947751683961,4.412889131622064,0.3458947751683961,Undergraduate Certificate,51,Health Professions,Average (2-3),Very Affordable (<10%)
41299.0,27250.0,24000.0,289.0,254.0,5401,History.,3,Bachelor's Degree,Texas A & M University-Corpus Christi,31.0,Public,1.515559633027523,0.6598222717257076,8.397297755393593,0.6598222717257076,Bachelor Degree,54,History,Below Average (1-2),Very Affordable (<10%)
60948.0,19500.0,18425.0,207.0,195.0,5102,Communication Disorders Sciences and Services.,3,Bachelor's Degree,Ohio State University-Main Campus,105.0,Public,3.1255384615384614,0.3199448710376058,4.075605434140579,0.3199448710376058,Bachelor Degree,51,Health Professions,Good (3-5),Very Affordable (<10%)
79929.0,24672.0,22500.0,262.0,239.0,1107,Computer Science.,3,Bachelor's Degree,University of Memphis,56.0,Public,3.2396643968871595,0.3086739481289645,3.933490973238749,0.3086739481289645,Bachelor Degree,11,Computer Science,Good (3-5),Very Affordable (<10%)
44034.0,8750.0,8750.0,93.0,93.0,5202,"Business Administration, Management and Operations.",2,Associate's Degree,Cleveland State Community College,77.0,Public,5.032457142857143,0.1987100876595358,2.5344052323204798,0.1987100876595358,Associate Degree,52,Business,Excellent (>5),Very Affordable (<10%)
63583.0,24500.0,20666.0,260.0,219.0,901,Communication and Media Studies.,3,Bachelor's Degree,University of Denver,105.0,"Private, nonprofit",2.5952244897959185,0.385323120960005,4.906971989368228,0.385323120960005,Bachelor Degree,90,Other,Average (2-3),Very Affordable (<10%)
90784.0,41815.0,23592.0,443.0,250.0,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor's Degree,South University-Virginia Beach,34.0,"Private, for-profit",2.1710869305273226,0.4605987839266831,5.855657384561156,0.4605987839266831,Bachelor Degree,51,Health Professions,Average (2-3),Very Affordable (<10%)
87604.0,26450.0,20921.0,280.0,222.0,1419,Mechanical Engineering.,3,Bachelor's Degree,Indiana University-Indianapolis,173.0,Public,3.312060491493384,0.3019268526551299,3.8354413040500432,0.3019268526551299,Bachelor Degree,14,Engineering,Good (3-5),Very Affordable (<10%)
52362.0,21599.0,17200.0,229.0,182.0,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Undergraduate Certificate or Diploma,Prism Career Institute-Cherry Hill,124.0,"Private, for-profit",2.424278901801009,0.4124937932088156,5.248080669187579,0.4124937932088156,Undergraduate Certificate,51,Health Professions,Average (2-3),Very Affordable (<10%)
46898.0,43447.0,30701.0,461.0,325.0,4504,Criminology.,3,Bachelor's Degree,Upper Iowa University,52.0,"Private, nonprofit",1.0794301102492692,0.9264147724849674,11.795812188153016,0.9264147724849674,Bachelor Degree,45,Social Sciences,Below Average (1-2),Affordable (10-15%)
22543.0,10000.0,9500.0,106.0,101.0,1204,Cosmetology and Related Personal Grooming Services.,1,Undergraduate Certificate or Diploma,Ohio State Beauty Academy,25.0,"Private, for-profit",2.2543,0.4435966818968194,5.642549793727543,0.4435966818968194,Undergraduate Certificate,12,Other,Average (2-3),Very Affordable (<10%)
86969.0,29500.0,21000.0,313.0,223.0,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",2,Associate's Degree,Coconino Community College,25.0,Public,2.948101694915254,0.3392013246099185,4.318780255033403,0.3392013246099185,Associate Degree,51,Health Professions,Average (2-3),Very Affordable (<10%)
67239.0,27000.0,27000.0,286.0,286.0,2601,"Biology, General.",3,Bachelor's Degree,Saint Johns University,27.0,"Private, nonprofit",2.490333333333333,0.4015526703252576,5.10418060946772,0.4015526703252576,Bachelor Degree,26,Biological Sciences,Average (2-3),Very Affordable (<10%)
97857.0,18000.0,18301.0,191.0,194.0,1410,"Electrical, Electronics and Communications Engineering.",3,Bachelor's Degree,Lamar University,26.0,Public,5.4365,0.1839418743676998,2.3421932002820443,0.1839418743676998,Bachelor Degree,14,Engineering,Excellent (>5),Very Affordable (<10%)
42885.0,27000.0,27000.0,286.0,286.0,3105,Health and Physical Education/Fitness.,3,Bachelor's Degree,Millikin University,18.0,"Private, nonprofit",1.5883333333333334,0.6295907660020986,8.002798181182232,0.6295907660020986,Bachelor Degree,31,Other,Below Average (1-2),Very Affordable (<10%)
48729.0,17755.0,,188.0,,5108,Allied Health and Medical Assisting Services.,2,Associate's Degree,Itawamba Community College,23.0,Public,2.7445226696705154,0.3643620841798518,4.629686634242443,0.3643620841798518,Associate Degree,51,Health Professions,Average (2-3),Very Affordable (<10%)
86204.0,27000.0,23500.0,286.0,249.0,1508,Mechanical Engineering Related Technologies/Technicians.,3,Bachelor's Degree,Ferris State University,77.0,Public,3.192740740740741,0.3132105238736021,3.981253770126677,0.3132105238736021,Bachelor Degree,15,Other,Good (3-5),Very Affordable (<10%)
54904.0,27000.0,26816.0,286.0,284.0,4201,"Psychology, General.",3,Bachelor's Degree,College of Saint Benedict,57.0,"Private, nonprofit",2.033481481481481,0.491767448637622,6.25091068046044,0.491767448637622,Bachelor Degree,42,Psychology,Average (2-3),Very Affordable (<10%)
78827.0,27000.0,27000.0,286.0,286.0,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor's Degree,Bradley University,115.0,"Private, nonprofit",2.9195185185185184,0.3425222322300734,4.353838151902266,0.3425222322300734,Bachelor Degree,51,Health Professions,Average (2-3),Very Affordable (<10%)
63644.0,22600.0,22600.0,240.0,240.0,402,Architecture.,3,Bachelor's Degree,University of Cincinnati-Main Campus,96.0,Public,2.8161061946902657,0.3551002451134435,4.525171265162466,0.3551002451134435,Bachelor Degree,40,Physical Sciences,Average (2-3),Very Affordable (<10%)
33464.0,10000.0,9850.0,106.0,104.0,4301,Criminal Justice and Corrections.,2,Associate's Degree,Mississippi Gulf Coast Community College,18.0,Public,3.3464,0.2988285919196748,3.801099689218265,0.2988285919196748,Associate Degree,43,Other,Good (3-5),Very Affordable (<10%)
65810.0,11593.0,11593.0,123.0,123.0,1609,"Romance Languages, Literatures, and Linguistics.",3,Bachelor's Degree,University of California-Berkeley,69.0,Public,5.676701457776244,0.1761586385047865,2.242820240085093,0.1761586385047865,Bachelor Degree,16,Foreign Languages,Excellent (>5),Very Affordable (<10%)
86091.0,17734.0,18750.0,188.0,199.0,5211,International Business.,3,Bachelor's Degree,The University of Texas at Dallas,32.0,Public,4.854573136348257,0.2059913347504385,2.6204829773147016,0.2059913347504385,Bachelor Degree,52,Business,Good (3-5),Very Affordable (<10%)
41466.0,28500.0,26000.0,302.0,276.0,4301,Criminal Justice and Corrections.,3,Bachelor's Degree,Keystone College,19.0,"Private, nonprofit",1.4549473684210523,0.6873100853711475,8.739690348719433,0.6873100853711475,Bachelor Degree,43,Other,Below Average (1-2),Very Affordable (<10%)
43608.0,23000.0,19000.0,244.0,201.0,5007,Fine and Studio Arts.,3,Bachelor's Degree,SUNY Buffalo State University,33.0,Public,1.896,0.5274261603375527,6.7143643368189325,0.5274261603375527,Bachelor Degree,50,Visual Arts,Below Average (1-2),Very Affordable (<10%)
36407.0,3167.0,3166.0,34.0,34.0,5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,1,Undergraduate Certificate or Diploma,Pima Medical Institute-Houston,42.0,"Private, for-profit",11.495737290811494,0.0869887658966682,1.1206636086466888,0.0869887658966682,Undergraduate Certificate,51,Health Professions,Excellent (>5),Very Affordable (<10%)
45342.0,19437.0,18750.0,206.0,199.0,305,Forestry.,3,Bachelor's Degree,Iowa State University,23.0,Public,2.33276740237691,0.4286754002911208,5.451898901680561,0.4286754002911208,Bachelor Degree,30,Other,Average (2-3),Very Affordable (<10%)
37559.0,10643.0,9500.0,113.0,101.0,5107,Health and Medical Administrative Services.,1,Undergraduate Certificate or Diploma,Arizona College-Glendale,37.0,"Private, for-profit",3.5289861881048576,0.2833675017971724,3.61031976357198,0.2833675017971724,Undergraduate Certificate,51,Health Professions,Good (3-5),Very Affordable (<10%)
70863.0,24375.0,21500.0,258.0,228.0,5210,Human Resources Management and Services.,3,Bachelor's Degree,University of Oklahoma-Norman Campus,306.0,Public,2.9072,0.3439735828288387,4.368993692053682,0.3439735828288387,Bachelor Degree,52,Business,Average (2-3),Very Affordable (<10%)
